algorithm, solution, depth, cost, expanded_nodes, visited_nodes, average_branching_factor, execution_time, result, n
Backtracking, 'Torreston'->'Cervantesfort'->'EastJesse'->'Genestad'->'LakeJohnshire'->'LakeLouisstad'->'Matthewview'->'Carolynhaven'->'Adamsborough'->'Brooketon'->'EastKimberlybury'->'LakeAlbert'->'EastAngela'->'Bradfordbury'->'Anthonychester'->'Aprilstad'->'Cynthiachester'->'Denisemouth'->'Briannamouth'->'EastDustin'->'EastKendraville'->'Brianbury'->'EastIan'->'Deborahberg'->'Annemouth'->'Dayton'->'Davidton'->'EastDanny'->'EastLisa'->'LakeKimberlybury'->'Lambstad'->'LakeMichaelton'->'Dawsonport'->'EastWilliam'->'Joneshaven'->'LakeMatthew'->'Goodwinmouth'->'Clarkmouth'->'Brownville'->'Beckerbury'->'Craigbury'->'Dianaside'->'EastDarius'->'LakeJasmine'->'Ibarratown'->'Daviston'->'Cruzstad'->'Bryanchester'->'EastTanner'->'EastJohn'->'Jacobshire', 50, 22365.651, 50, 51, 8.34, 0.0007440249992214376, success, 200
BFS, 'Torreston'->'Genestad'->'Matthewview'->'Carolynhaven'->'Heatherton'->'Ryanfurt'->'Jasonberg'->'Jacobshire', 7, 8188.398, 195, 200, 1.0205128205128204, 0.005130279000695737, success, 200
DFS, 'Torreston'->'Jonathanburgh'->'EastHolly'->'Dawsontown'->'Jonathanburgh'->'Joshualand'->'Melaniechester'->'WestJosephshire'->'Jennifertown'->'Joneschester'->'NorthRobertshire'->'Whiteborough'->'Baileytown'->'EastAmy'->'SouthSteven'->'Richardberg'->'Youngtown'->'NorthLaura'->'Ricefort'->'NewVirginiaton'->'NorthNathan'->'PortAlexandra'->'NorthCarolineville'->'WestMichael'->'Lambstad'->'PortAustin'->'EastDanny'->'SouthNataliefurt'->'Davidton'->'LakeKimberlybury'->'PortFrancisco'->'NorthJanet'->'WestMatthew'->'SouthPatrick'->'SouthClaudiashire'->'NewDebrastad'->'Heidimouth'->'NorthIan'->'Palmermouth'->'WestTony'->'Kylestad'->'Goodwinmouth'->'Clarkmouth'->'EastDarius'->'Lauraville'->'Craigbury'->'Dianaside'->'NorthRalphmouth'->'SouthDianaport'->'Moodyburgh'->'Jenniferfort'->'LakeJasmine'->'Stephenville'->'WestBrenda'->'Simsport'->'PortJoshuachester'->'NorthSamantha'->'NorthPatriciachester'->'EastJohn'->'EastTanner'->'LakeScott'->'Jasonberg'->'Ryanfurt'->'Rodriguezmouth'->'LakeLarry'->'Cruzstad'->'Bryanchester'->'SouthAngelatown'->'Kimchester'->'Heatherton'->'NewJillianborough'->'Pamelabury'->'Lunatown'->'Connerburgh'->'Floresside'->'WestSelena'->'Brianbury'->'EastIan'->'Deborahberg'->'WestEricbury'->'Mariaborough'->'Matthewview'->'EastJesse'->'SouthScottport'->'LakeLouisstad'->'LakeJohnshire'->'Cervantesfort'->'Ryanville'->'Genestad'->'WestWaltermouth'->'SouthBailey'->'Tinamouth'->'WestJonathanburgh'->'Jessicaview'->'LakeEmilychester'->'Annemouth'->'Julieland'->'PortThomaschester'->'PortRichardfurt'->'EastWilliam'->'Dawsonport'->'Staceymouth'->'Robinsonchester'->'Dayton'->'PortThomas'->'Morganton'->'NorthAnnaburgh'->'NewChristopher'->'Williamtown'->'Kathleenview'->'NorthPatrickton'->'Evanview'->'Floresside'->'PortOliviashire'->'Rileybury'->'NorthJeremiahtown'->'Ramseyhaven'->'Jacobshire', 117, 56105.246999999996, 308, 185, 2.6720779220779223, 0.00796352100041986, success, 200
UCS, 'Torreston'->'Cervantesfort'->'WestWaltermouth'->'Tinamouth'->'SouthBrittney'->'Jasmineview'->'Brianbury'->'SouthVictorberg'->'Floresside'->'PortOliviashire'->'Rileybury'->'Daviston'->'NorthJeremiahtown'->'Wendyview'->'EastJohn'->'Jacobshire', 15, 5319.603, 1684, 200, 8.42, 0.020597318000000087, success, 200
Greedy, 'Torreston'->'Cervantesfort'->'WestWaltermouth'->'Tinamouth'->'Jacksonport'->'Denisemouth'->'Pamelabury'->'Floresside'->'Rodriguezmouth'->'Cruzstad'->'EastTanner'->'Jasonberg'->'Jacobshire', 12, 6678.500000000001, 12, 13, 8.583333333333334, 0.0005116490001455531, success, 200
Astar, 'Torreston'->'Cervantesfort'->'WestWaltermouth'->'Tinamouth'->'SouthBrittney'->'Jasmineview'->'Brianbury'->'SouthVictorberg'->'Floresside'->'PortOliviashire'->'Rileybury'->'Daviston'->'NorthJeremiahtown'->'Wendyview'->'EastJohn'->'Jacobshire', 15, 5319.603, 158, 192, 2.2278481012658227, 0.004082483999809483, success, 200
IDAstar, 'Torreston'->'Cervantesfort'->'EastJesse'->'Genestad'->'LakeJohnshire'->'LakeLouisstad'->'Matthewview'->'SouthBailey'->'NorthJessicaport'->'SouthBrittney'->'Jacksonport'->'Elliottport'->'Brianbury'->'Floresside'->'Connerburgh'->'NewLauren'->'PortOliviashire'->'Rileybury'->'Daviston'->'NorthJeremiahtown'->'EastJohn'->'Jacobshire', 21, 8056.137, 6270, 16701, 2.652424387902064, 0.16499548499996308, success, 200
Backtracking, 'Michaelview'->'Doyletown'->'EastJesse'->'EastLaura'->'EastScott'->'EastSamanthamouth'->'Cannonside'->'EastDakotaside'->'NewCodyview'->'Elizabethmouth'->'EastLisafort'->'Florestown'->'EastCynthiashire'->'Grahamchester'->'Jeanettestad'->'LakeJoan'->'Heatherland'->'Melissashire'->'LakeMatthewview'->'Jacobfurt'->'LakeKathleenton'->'Jeremiahville'->'Mendozaside'->'Guerraside'->'LakeCatherine'->'Michaelchester'->'Lewisbury'->'Danahaven'->'Amandashire'->'EastJennifer'->'EastElizabeth'->'NewLori'->'WestAngela'->'NorthJennifer'->'Michaelside'->'NorthMegan'->'Judymouth'->'PortRobert'->'NewJames'->'LakeJulianberg'->'Andersonfort'->'Harrisonfurt'->'Beverlyberg'->'Carpentershire'->'Johnathanland'->'Cooperborough'->'Claireton'->'Freemanhaven'->'Albertland'->'Gregorystad'->'Josephfurt'->'LakeJennifer'->'SouthValeriemouth'->'Melindaville'->'NewJasmineland'->'Evansborough'->'Jimenezport'->'Michaelfurt'->'Deniseville'->'Bethbury'->'EastTimothy'->'LakeErika'->'LakeJesseton'->'Mitchellborough'->'Holmesmouth'->'EastKevin'->'Figueroashire'->'Gregoryhaven'->'Jonathanport'->'NewLisaside'->'NorthJonathan'->'Krististad'->'Dylanland'->'Harryport'->'Amyland'->'Amymouth'->'Carriemouth'->'EastJason'->'NewRebecca'->'PortChelseychester'->'Joeville'->'PortDeborahfurt'->'PortKevin'->'Raymondborough'->'Kathleenchester'->'LakeNatalie'->'NewJamesville'->'NorthDennismouth'->'Peckborough'->'PortRebecca'->'Holderhaven'->'Jerrychester', 91, 42160.195999999996, 91, 92, 6.351648351648351, 0.0013959469997644192, success, 200
BFS, 'Michaelview'->'NorthMeganbury'->'LakeCatherine'->'NewKurt'->'LakeJulianberg'->'WestJason'->'Stevenside'->'WestCharles'->'Jerrychester', 8, 9055.473, 194, 200, 1.0257731958762886, 0.005089813000267895, success, 200
DFS, 'Michaelview'->'LakeKathleenton'->'SouthJared'->'EastLisafort'->'EastSamanthamouth'->'NewCodyview'->'PortRobert'->'EastDakotaside'->'NewJames'->'LakeJulianberg'->'Seanville'->'EastKatherinestad'->'Grayland'->'Deniseberg'->'NewAlexis'->'NewHannahchester'->'LakeAngelastad'->'Mercerchester'->'Melanieville'->'Vargasview'->'NewAlexandra'->'PortMark'->'Hunterchester'->'PortAshley'->'PortEmilyton'->'WestGaryfurt'->'Johnathanland'->'Cooperborough'->'SouthValeriemouth'->'Claireton'->'Beverlyberg'->'Harrisonfurt'->'NorthMorganbury'->'Andersonfort'->'NorthKatrina'->'NorthKimberly'->'Kathleenchester'->'NewJasmineland'->'Raymondborough'->'Melindaville'->'Raymondborough'->'Evansborough'->'Rodriguezfort'->'Johnathanville'->'WestMatthewchester'->'WestJason'->'Stevenside'->'EastTimothy'->'Deniseville'->'WestCharles'->'Peckborough'->'NorthDennismouth'->'Michaelfurt'->'SouthElizabethstad'->'PortRebecca'->'Holderhaven'->'Jerrychester', 56, 30734.396000000004, 84, 66, 4.404761904761905, 0.0013115189995005494, success, 200
UCS, 'Michaelview'->'LakeKathleenton'->'Jeremiahville'->'Elizabethmouth'->'LakeJoan'->'Jeanettestad'->'WestPamela'->'Phillipsfurt'->'PortSamantha'->'LakeRandall'->'NorthAnthony'->'NewDanielle'->'LakeColtonside'->'Hollyland'->'Nelsonberg'->'Jimenezport'->'SouthJoyce'->'PortRebecca'->'Jerrychester', 18, 5652.941000000001, 1664, 200, 8.32, 0.02220520300033968, success, 200
Greedy, 'Michaelview'->'LakeKathleenton'->'EastLisafort'->'EastSamanthamouth'->'NorthMegan'->'Michaelside'->'Williamland'->'WestTimothy'->'Krististad'->'NewJennifer'->'Figueroashire'->'EastKevin'->'NorthTonya'->'WestCharles'->'Jerrychester', 14, 7614.458, 14, 15, 6.928571428571429, 0.00045649599996977486, success, 200
Astar, 'Michaelview'->'LakeKathleenton'->'Jeremiahville'->'Elizabethmouth'->'LakeJoan'->'Jeanettestad'->'WestPamela'->'Phillipsfurt'->'PortSamantha'->'LakeRandall'->'NorthAnthony'->'NewDanielle'->'LakeColtonside'->'Hollyland'->'Nelsonberg'->'Jimenezport'->'SouthJoyce'->'PortRebecca'->'Jerrychester', 18, 5652.941, 135, 181, 2.1777777777777776, 0.003367914000591554, success, 200
IDAstar, 'Michaelview'->'Doyletown'->'EastJesse'->'EastLaura'->'EastScott'->'Michaelchester'->'Lewisbury'->'Danahaven'->'EastElizabeth'->'NewLori'->'WestAngela'->'PortKevin'->'Raymondborough'->'NorthKatrina'->'NewJamesville'->'Peckborough'->'PortRebecca'->'Jerrychester', 17, 9137.861999999997, 9498, 22182, 2.3214850754139857, 0.2593584890000784, success, 200
Backtracking, 'WestJoe'->'Carlosport'->'Amandaville'->'Jamesberg'->'EastDon'->'LakeLaura'->'PortSamuel'->'Michaelaberg'->'Sarahhaven'->'Isaacborough'->'Beckstad'->'Christianshire'->'Ballardstad'->'Delgadoburgh'->'Donnaland'->'Benjaminside'->'Cunninghamfort'->'Harrisview'->'Jessicaberg'->'LakeEricmouth'->'Gregorystad'->'Mariahfurt'->'LakeAllison'->'EastRichardborough'->'LakeBradyside'->'Laneland'->'Michaelmouth'->'LakeLisaland'->'NewDavidside'->'Adamsfurt'->'Adamberg'->'Chasechester'->'NewBeth'->'Ericborough'->'Hannahhaven'->'Hollybury'->'Barreramouth'->'Greenview'->'LakeBrian'->'Josetown'->'LakeDanny'->'NorthMeganbury'->'NorthVincentchester'->'Andrewsside'->'LakeTylerville'->'Laurenport'->'Murphymouth'->'Oliverstad'->'Rhodesland'->'NewKylehaven'->'Hahnstad'->'EastDonbury'->'Douglasbury'->'Lindaton'->'LakeJennifer'->'NorthHelen'->'Duffytown'->'LakeSabrina'->'Martinezmouth'->'NorthPaul'->'WestHuntermouth'->'Watersview'->'Johnborough'->'Atkinston'->'Chambersbury'->'Amyview'->'Carterburgh'->'Deckerstad'->'EastKenneth'->'Bernardview'->'Millerport'->'LakePamelahaven'->'LakeMelissa'->'NewDavid'->'LakeBethtown'->'Taylorview'->'Christinaville'->'Floresland'->'Kennedychester'->'NewJeffrey'->'Jordanburgh'->'Nicoleville'->'SouthWilliam'->'NorthEdward'->'PortTamarafurt'->'Timstad'->'NewTiffanyside'->'Rhondatown'->'Oliverberg'->'LakeLaurenfurt'->'LakeWilliamtown'->'NorthDestinymouth'->'Stephenborough'->'Sophiaburgh'->'NewWendystad'->'PortMicheleside'->'PortMichaelburgh'->'Wangfort'->'Gutierrezberg'->'Fernandezfort'->'EastAmber'->'NorthJames'->'Mitchellstad'->'SouthStephen'->'Grantberg'->'EastChristinastad'->'LakeAdrianastad'->'LakeMichael'->'Bestmouth'->'Amyfurt'->'Christinechester'->'Clinetown'->'Davishaven'->'Evelynfort'->'Michaelport'->'LakeJohnfurt'->'Emilyburgh'->'LakeAndrea'->'Michaelberg'->'Joycetown'->'WestRebekah', 120, 47490.72799999998, 129, 130, 5.767441860465116, 0.002347500999348995, success, 200
BFS, 'WestJoe'->'Sarahhaven'->'Isaacborough'->'Benjaminside'->'Watersview'->'Johnborough'->'Clinetown'->'WestRebekah', 7, 9297.492, 142, 185, 1.295774647887324, 0.002210755000305653, success, 200
DFS, 'WestJoe'->'Carlosport'->'Sarahhaven'->'WestTimothy'->'Steinton'->'LakeLaura'->'Shepardville'->'Amandaville'->'Michaelaberg'->'SouthJessica'->'Jamesberg'->'WestSherryhaven'->'LakeLisaland'->'Michaelmouth'->'WestAliciafort'->'LakeAllison'->'Mariahfurt'->'Willisfort'->'Beckstad'->'Isaacborough'->'LakeBradyside'->'Delgadoburgh'->'EastMichael'->'EastJared'->'Ballardstad'->'NewTylerberg'->'WestMelissashire'->'NorthRobert'->'WestChristopher'->'Davisview'->'NewCalvinfort'->'PortJosephville'->'NewDaniel'->'LakeBriannaton'->'PortNicholasmouth'->'Deckerstad'->'WestStacey'->'Salazarmouth'->'NewJohn'->'Millerport'->'LakePamelahaven'->'SouthCaitlin'->'Cunninghamfort'->'Benjaminside'->'SouthJacob'->'NorthStephanie'->'PortAndrea'->'NorthKimberly'->'LakeMelissa'->'NewDavid'->'LakeBethtown'->'Taylorview'->'NewTiffanyside'->'NewJeffrey'->'NorthEdward'->'Pennybury'->'Jordanburgh'->'Nicoleville'->'SouthWilliam'->'NewDavidside'->'WestTyrone'->'Adamsfurt'->'Adamberg'->'Mitchellstad'->'Gutierrezberg'->'Wangfort'->'NorthHelen'->'EastDonbury'->'Lindaton'->'NorthPaul'->'Martinezmouth'->'Douglasbury'->'WestHuntermouth'->'Watersview'->'Veronicafort'->'LakeJennifer'->'WestBrandon'->'Johnborough'->'NorthStevenstad'->'EastAmber'->'Amyview'->'Carterburgh'->'PortRobin'->'NewGreg'->'NorthMichael'->'Leechester'->'SouthStephen'->'Staceyside'->'Simsstad'->'Grantberg'->'Fernandezfort'->'PortAndrewshire'->'Chambersbury'->'NorthBlake'->'Michaelberg'->'Joycetown'->'Ruiztown'->'PortRyan'->'LakeJohnfurt'->'Reyesfurt'->'Evelynfort'->'LakeMichael'->'EastKenneth'->'Michaelville'->'Davidsonmouth'->'NorthJennifer'->'Marthahaven'->'Harperland'->'Shahchester'->'NorthHeatherberg'->'Raymondville'->'NewJennifer'->'Nathanside'->'Davishaven'->'Clinetown'->'WestRebekah', 115, 46393.71100000002, 294, 166, 2.578231292517007, 0.005933114000072237, success, 200
UCS, 'WestJoe'->'Michaelaberg'->'Jamesberg'->'Shepardville'->'WestSherryhaven'->'Michaelmouth'->'LakeAllison'->'SouthJacob'->'NorthKimberly'->'SouthCaitlin'->'Salazarmouth'->'WestStacey'->'Deckerstad'->'LakeMichael'->'Bestmouth'->'Amyfurt'->'Ruiztown'->'Joycetown'->'WestRebekah', 18, 5346.314, 1636, 200, 8.18, 0.020414515000084066, success, 200
Greedy, 'WestJoe'->'Jamesberg'->'WestSherryhaven'->'LakeLisaland'->'WestAliciafort'->'NorthStephanie'->'NewJohn'->'Michaelville'->'EastKenneth'->'LakeMichael'->'Michaelport'->'Stephanietown'->'WestRebekah', 12, 7035.811, 12, 13, 8.0, 0.0005245230004220502, success, 200
Astar, 'WestJoe'->'Michaelaberg'->'Jamesberg'->'Shepardville'->'WestSherryhaven'->'Michaelmouth'->'LakeAllison'->'SouthJacob'->'NorthKimberly'->'SouthCaitlin'->'Salazarmouth'->'WestStacey'->'Deckerstad'->'LakeMichael'->'Bestmouth'->'Amyfurt'->'Ruiztown'->'Joycetown'->'WestRebekah', 18, 5346.313999999999, 111, 148, 2.2072072072072073, 0.0026793140004883753, success, 200
IDAstar, 'WestJoe'->'Carlosport'->'Amandaville'->'Jamesberg'->'EastDon'->'LakeLaura'->'PortSamuel'->'Michaelaberg'->'Sarahhaven'->'Isaacborough'->'Beckstad'->'Christianshire'->'Ballardstad'->'Delgadoburgh'->'Donnaland'->'Benjaminside'->'Cunninghamfort'->'LakePamelahaven'->'Millerport'->'Bernardview'->'EastKenneth'->'Deckerstad'->'LakeMichael'->'Bestmouth'->'Amyfurt'->'Clinetown'->'WestRebekah', 26, 10691.150000000001, 11930, 26622, 2.2095934139784945, 0.2659911250002551, success, 200
Backtracking, 'Rodriguezhaven'->'Abigailchester'->'EastAlicia'->'Churchview'->'Dawnmouth'->'Adamsbury'->'Brookeborough'->'EastKerrystad'->'Changburgh'->'Aprilmouth'->'Lozanotown'->'Alexisview'->'Fernandezland'->'Hardingstad'->'Jaimefurt'->'LakeKenneth'->'Jasmineburgh'->'Cochranville'->'Justintown'->'Harveyshire'->'Amandaside'->'Josephland'->'Joshuachester'->'Karenstad'->'Kingchester'->'LakeMonica'->'Millerhaven'->'Adamton'->'Jameshaven'->'Kellymouth'->'LakeMelissa'->'Margarettown'->'Mcguiretown'->'NewMarc'->'NorthJimmyside'->'Elizabethfurt'->'EastAnnhaven'->'EastElizabeth'->'Briggsmouth'->'LakeEric'->'Martintown'->'WestChristopher'->'Jennyview'->'NewJennifer'->'EastJamestown'->'Camposhaven'->'EastKeithton'->'Davilaport'->'Grantland'->'Cathyhaven'->'WestElaine'->'Collinsport'->'Huntchester'->'Brianburgh'->'Alvarezside'->'Amymouth'->'LakeDouglas'->'Jenniferton'->'NewRonald'->'Micheleton'->'NorthSharon'->'LakeKellymouth'->'Kristinland'->'Freemanmouth'->'EastKelly'->'EastDenniston'->'PortDonnaland'->'Hartmouth'->'Johnsonview'->'PortJeffrey'->'Cisnerosland'->'Annaport'->'Clineview'->'EastThomasland'->'PortErica'->'Brettville'->'LakeBrianmouth'->'Craigland'->'EastAustinborough'->'NewKelseyville'->'Kramerstad'->'Courtneymouth'->'EastWilliam'->'Kennethstad'->'Lopezshire'->'NewBrian'->'NorthJoseph'->'NewLori'->'NorthCrystal'->'EastNancy'->'EastRobert'->'Jilltown'->'Mcbrideland'->'Roblesside'->'Lorishire'->'Michaelton'->'Nathanborough'->'SouthBaileyburgh'->'PortMeghanfort'->'PortStephaniemouth'->'WestPaul'->'PortWilliamshire'->'NorthBenjaminbury'->'WestRyan'->'PortCalvinview'->'LakeMartin'->'Austinfurt'->'PortJameston'->'Morenohaven'->'LakeLarry'->'Melissaport'->'PortChad'->'PortKatherinefort'->'PortJacqueline', 113, 48598.85899999996, 170, 171, 5.464705882352941, 0.0056563259995527915, success, 200
BFS, 'Rodriguezhaven'->'NorthStephanie'->'Dawnmouth'->'NorthJimmyside'->'Ryanburgh'->'Austinfurt'->'PortKatherinefort'->'PortJacqueline', 7, 6853.869000000001, 179, 199, 1.106145251396648, 0.004176800999630359, success, 200
DFS, 'Rodriguezhaven'->'NewRonald'->'NorthSarahland'->'SouthKaylaville'->'Brookeborough'->'Dawnmouth'->'PortGrant'->'SouthFrank'->'Jenniferton'->'Villegaschester'->'NorthStephanie'->'Abigailchester'->'LakeDouglas'->'NorthSharon'->'Amymouth'->'Tuckerhaven'->'NorthJulieview'->'WestElaine'->'Collinsport'->'LakeKellymouth'->'Kristinland'->'LakeKeithport'->'Powellmouth'->'Grantland'->'Cathyhaven'->'Tracyside'->'Gallagherfort'->'EastKerrystad'->'NorthPatrickhaven'->'Changburgh'->'Aprilmouth'->'Lozanotown'->'Jonesborough'->'Mcguiretown'->'Margarettown'->'Jameshaven'->'Kellymouth'->'Adamton'->'Ryanburgh'->'Austinfurt'->'PortJameston'->'PortChad'->'PortKatherinefort'->'Morenohaven'->'WestMichael'->'PortJacqueline', 45, 17428.789999999997, 45, 46, 5.555555555555555, 0.0006579339997188072, success, 200
UCS, 'Rodriguezhaven'->'Villegaschester'->'Micheleton'->'Dawnmouth'->'PortChristine'->'Grantland'->'LakeAngel'->'EastJamestown'->'EastRobert'->'Jilltown'->'Elizabethfurt'->'PortChad'->'Melissaport'->'WestMichael'->'PortJacqueline', 14, 5328.699, 1636, 200, 8.18, 0.020999983999899996, success, 200
Greedy, 'Rodriguezhaven'->'SouthFrank'->'PortGrant'->'Adamsbury'->'EastKerrystad'->'Changburgh'->'Aprilmouth'->'Lozanotown'->'Jonesborough'->'Mcguiretown'->'NewMarc'->'PortCalvinview'->'LakeMartin'->'PortJameston'->'PortJacqueline', 14, 7195.333999999999, 14, 15, 5.857142857142857, 0.000456224999652477, success, 200
Astar, 'Rodriguezhaven'->'Villegaschester'->'Micheleton'->'Dawnmouth'->'PortChristine'->'Grantland'->'LakeAngel'->'EastJamestown'->'EastRobert'->'Jilltown'->'Elizabethfurt'->'PortChad'->'Melissaport'->'WestMichael'->'PortJacqueline', 14, 5328.699, 129, 170, 2.2170542635658914, 0.003358185999786656, success, 200
IDAstar, 'Rodriguezhaven'->'Abigailchester'->'EastAlicia'->'Churchview'->'Dawnmouth'->'NorthJimmyside'->'Adamton'->'Jameshaven'->'PortCalvinview'->'LakeMartin'->'PortChad'->'Melissaport'->'PortJacqueline', 12, 7443.51, 5764, 14059, 2.430632823365786, 0.12927960000070016, success, 200
Backtracking, 'Martinezborough'->'Bennettport'->'Brendanbury'->'Brookehaven'->'Christinaton'->'Josephhaven'->'Cunninghamport'->'Cartershire'->'Anthonyberg'->'Hillside'->'Cooperfort'->'Alexanderborough'->'Christophermouth'->'Davidborough'->'Derekton'->'Kellybury'->'NorthEmilyshire'->'Jasonberg'->'EastJohntown'->'LakeAnthonyshire'->'Charleston'->'Carolville'->'PortMatthewchester'->'Carlybury'->'LakeAndrew'->'Kimberlyhaven'->'Davishaven'->'Angelamouth'->'Crawfordmouth'->'Bobbyfort'->'Brandonton'->'EastMichaelbury'->'NewCristina'->'Hermanville'->'Ginamouth'->'Dixonfort'->'Dominguezside'->'Jamestown'->'Perryland'->'Parkershire'->'EastJeffery'->'Kimberlyfort', 41, 19620.149, 46, 47, 6.108695652173913, 0.0009388899998157285, success, 200
BFS, 'Martinezborough'->'Bennettport'->'Hannahmouth'->'Jamesberg'->'NewBrenda'->'PortDonald'->'Parkershire'->'Kimberlyfort', 7, 6585.572, 163, 191, 1.165644171779141, 0.004244187999574933, success, 200
DFS, 'Martinezborough'->'Michaelberg'->'Osborneland'->'Garciaside'->'Smithfort'->'LakeStaceyville'->'Millerfurt'->'Harringtonberg'->'EastBridget'->'Bennettport'->'Brookehaven'->'LakeRichard'->'Brendanbury'->'EastStaceyshire'->'Paulton'->'Christinaton'->'Tonyville'->'Floresstad'->'Travisland'->'NorthEricborough'->'Romeromouth'->'Millermouth'->'WestJose'->'EastLori'->'NewRandy'->'Toddberg'->'Shanemouth'->'EastJennifer'->'Rachelshire'->'Cristinaberg'->'EastElizabethshire'->'Perrymouth'->'Jameston'->'SouthLauren'->'EastRobert'->'Kristinaborough'->'PortAntonioton'->'PortScottbury'->'LakeJohn'->'SouthLeslie'->'Jamesberg'->'Kentview'->'PortKristen'->'NorthKimberlyview'->'Taylorview'->'NewLisa'->'Michellebury'->'EastConnieshire'->'EastCindyport'->'NorthLogan'->'Jamesberg'->'PortDennischester'->'Novakhaven'->'NewAmber'->'Blakeport'->'WestHenrymouth'->'Wrightport'->'Kleinside'->'NewEmily'->'LakeEdward'->'Josephhaven'->'Cunninghamport'->'Cartershire'->'Anthonyberg'->'SouthMichael'->'Paulmouth'->'NewChristineborough'->'LakeSusan'->'Ginafurt'->'Thomasville'->'Davidborough'->'Christophermouth'->'Alexanderborough'->'Derekton'->'Kellybury'->'Victorburgh'->'NorthEmilyshire'->'NewChadstad'->'EastPhilipside'->'Jasonhaven'->'EastTina'->'WestLuis'->'LakePeter'->'NorthDeannamouth'->'Monicashire'->'SouthBryan'->'LakeGeorge'->'LakeKelli'->'WestBobby'->'Jordanside'->'Scottstad'->'NorthMichaelchester'->'Reneeport'->'LakeAnthonyshire'->'NewRobertburgh'->'Carolport'->'NewAlexis'->'Parkershire'->'EastJamie'->'NorthBrianville'->'Melissaton'->'Parkershire'->'Kimberlyhaven'->'LakeJessica'->'Davidtown'->'Peterhaven'->'Russellton'->'WestKristenfort'->'Kristenfurt'->'Jillview'->'Mcculloughland'->'Virginiafurt'->'Susanborough'->'PortDonald'->'Toddmouth'->'Woodston'->'NewBrenda'->'WestCharleston'->'Moorechester'->'PortMelanie'->'Jimenezside'->'NewDan'->'Jasonborough'->'Angelamouth'->'Rothland'->'SouthAustintown'->'EastJohn'->'WestAbigail'->'LakeAndrew'->'PortMatthewchester'->'Charleston'->'NorthSusanburgh'->'Welchchester'->'Marymouth'->'Crystalside'->'NorthBryan'->'Silvabury'->'PortKeith'->'NorthBrianfurt'->'NorthStephanie'->'EastJeffery'->'Kimberlyfort', 141, 64876.33100000002, 193, 164, 3.901554404145078, 0.00538197100013349, success, 200
UCS, 'Martinezborough'->'EastStaceyshire'->'Paulton'->'Josephhaven'->'Taylorview'->'NewLisa'->'EastJohntown'->'LakeAnthonyshire'->'Charleston'->'SouthBryan'->'LakeGeorge'->'Marymouth'->'Crystalside'->'NewRobertburgh'->'Carolport'->'NorthStephanie'->'Kimberlyfort', 16, 5226.204000000001, 1666, 200, 8.33, 0.030736207999325416, success, 200
Greedy, 'Martinezborough'->'Bennettport'->'Hannahmouth'->'Cooperhaven'->'Tannerland'->'Russellton'->'WestKristenfort'->'Mcculloughland'->'NorthMichaelchester'->'Scottstad'->'WestBobby'->'Marymouth'->'NorthBryan'->'NorthBrianville'->'Kimberlyfort', 14, 7026.459000000001, 14, 15, 7.571428571428571, 0.0007869249993746052, success, 200
Astar, 'Martinezborough'->'EastStaceyshire'->'Paulton'->'Josephhaven'->'Taylorview'->'NewLisa'->'EastJohntown'->'LakeAnthonyshire'->'Charleston'->'SouthBryan'->'LakeGeorge'->'Marymouth'->'Crystalside'->'NewRobertburgh'->'Carolport'->'NorthStephanie'->'Kimberlyfort', 16, 5226.204, 123, 172, 2.317073170731707, 0.004876011999840557, success, 200
IDAstar, 'Martinezborough'->'Bennettport'->'Brendanbury'->'Brookehaven'->'Christinaton'->'Josephhaven'->'Cunninghamport'->'Cartershire'->'Anthonyberg'->'Hillside'->'Cooperfort'->'Alexanderborough'->'Christophermouth'->'Davidborough'->'Derekton'->'Kellybury'->'NorthEmilyshire'->'PortDustinview'->'WestLuis'->'EastTina'->'Jasonhaven'->'Silvabury'->'NorthBrianfurt'->'Kimberlyfort', 23, 10523.330999999996, 20928, 50303, 2.383448935661325, 0.7832136810002339, success, 200
