algorithm, solution, depth, cost, expanded_nodes, visited_nodes, average_branching_factor, execution_time, result, n
Backtracking, 'EastBrian'->'NewMelindamouth'->'Johnsonhaven'->'Maciasland'->'Jamesberg'->'NorthLoganfurt'->'NorthJohnathanside'->'WestDavid'->'SouthTonya'->'EastJennifer'->'EastDonaldstad'->'EastJoshuastad'->'Rodriguezview'->'NewJenniferland'->'NewMarystad'->'Portermouth'->'LakeDanielchester'->'EastRobertborough'->'Williammouth'->'NewJessicaborough'->'EastMatthewhaven'->'Christopherville'->'EastStephen'->'Lewismouth'->'NewJonathanberg'->'Paulfurt'->'Camachoburgh'->'EastSheilamouth'->'NewMatthewmouth'->'NorthApril'->'SouthPerryfurt'->'EastCourtney'->'Andrewberg'->'Bettyland'->'LakeAngela'->'SouthKristenberg', 35, 11632.553, 96, 97, 1.0, 0.001766585000041232, success, 100
BFS, 'EastBrian'->'WestDavid'->'SouthTonya'->'EastJennifer'->'Paulfurt'->'NewEdwardfurt'->'LakeKellyport'->'Bettyland'->'SouthKristenberg', 8, 4862.558999999999, 99, 100, 4.404040404040404, 0.0011797329998444184, success, 100
DFS, 'EastBrian'->'NewMelindamouth'->'Maciasland'->'Jamesberg'->'WestDavid'->'SouthTonya'->'Portermouth'->'NewMarystad'->'NewJenniferland'->'Rodriguezview'->'EastJoshuastad'->'EastDonaldstad'->'Martinezport'->'Johnsonside'->'Robertstad'->'Johnsonhaven'->'Smithfort'->'Torresshire'->'Whiteville'->'Burnsside'->'NewSally'->'NewJennifer'->'PortWilliamport'->'NewIsabel'->'Henryview'->'EastJennifer'->'Josephview'->'WestAnthonyfurt'->'Johnmouth'->'EastEricfort'->'LakeJennifertown'->'Jordantown'->'Duncanfort'->'WestCatherinetown'->'Susanmouth'->'Matthewborough'->'Lauriestad'->'EastCurtis'->'EastTimothy'->'NewEdwardfurt'->'Paulfurt'->'Camachoburgh'->'SouthMatthewhaven'->'NewMatthewmouth'->'NorthApril'->'Sarahville'->'EastStephen'->'Lewismouth'->'Christopherville'->'EastMatthewhaven'->'Josephport'->'NorthKathyland'->'NorthRenee'->'Ingramview'->'LakeKellyport'->'LakeAngela'->'Bettyland'->'SouthKristenberg', 57, 18537.726, 94, 82, 4.48936170212766, 0.0010669720004443661, success, 100
UCS, 'EastBrian'->'NorthJohnathanside'->'WestDavid'->'SouthTonya'->'EastJennifer'->'Paulfurt'->'NorthJessicachester'->'NewMatthewmouth'->'NorthApril'->'SouthPerryfurt'->'EastCourtney'->'Andrewberg'->'LakeAngela'->'SouthKristenberg', 13, 4464.348000000001, 438, 100, 4.38, 0.0052881620003972785, success, 100
Greedy, 'EastBrian'->'WestDavid'->'SouthTonya'->'EastJennifer'->'Josephview'->'WestAnthonyfurt'->'Johnmouth'->'EastEricfort'->'Duncanfort'->'EastCurtis'->'EastTimothy'->'NewEdwardfurt'->'LakeKellyport'->'Bettyland'->'SouthKristenberg', 14, 5438.182, 18, 18, 4.888888888888889, 0.0004734880003525177, success, 100
Astar, 'EastBrian'->'NorthJohnathanside'->'WestDavid'->'SouthTonya'->'EastJennifer'->'Paulfurt'->'NorthJessicachester'->'NewMatthewmouth'->'NorthApril'->'SouthPerryfurt'->'EastCourtney'->'Andrewberg'->'LakeAngela'->'SouthKristenberg', 13, 4464.347999999999, 89, 98, 2.2808988764044944, 0.0018245229994136025, success, 100
IDAstar, 'EastBrian'->'NewMelindamouth'->'Johnsonhaven'->'Maciasland'->'Jamesberg'->'NorthLoganfurt'->'NorthJohnathanside'->'WestDavid'->'SouthTonya'->'EastJennifer'->'Paulfurt'->'Camachoburgh'->'EastSheilamouth'->'NewMatthewmouth'->'NorthApril'->'SouthPerryfurt'->'EastCourtney'->'Andrewberg'->'LakeAngela'->'SouthKristenberg', 19, 6505.724, 33, 50, 1.0, 0.0668974039999739, success, 100
Backtracking, 'Kanestad'->'EastKevinview'->'EastMichael'->'EastRebeccaview'->'Jonesfurt'->'Michaelmouth'->'Bishopfurt'->'Roseville'->'LakePatricia'->'Williamfort'->'Avilaland'->'Dennismouth'->'Bethmouth'->'Douglasberg'->'LakeCharlesborough'->'NewCharles'->'EastAlexis'->'EastAlexis'->'Fernandofort'->'NewAdamfurt'->'LakeKenneth'->'Kevinview'->'NorthGarrett'->'SouthMollyport'->'EastPaul'->'EastLee'->'Edwardburgh'->'PortJenniferbury'->'Jesusbury'->'Thomasburgh', 29, 11692.595999999998, 97, 98, 1.0, 0.001744524000059755, success, 100
BFS, 'Kanestad'->'Jameschester'->'WestTeresa'->'Petersonshire'->'Riveraton'->'EastMarissaport'->'Jesusbury'->'Thomasburgh', 7, 4804.711000000001, 45, 70, 4.288888888888889, 0.00026163100028497865, success, 100
DFS, 'Kanestad'->'EastKevinview'->'EastMichael'->'WestDennismouth'->'Jameschester'->'WestTeresa'->'Petersonshire'->'Riveraton'->'Brandyfurt'->'Camposstad'->'Paulahaven'->'Torresport'->'EastAlexis'->'NewAdamfurt'->'NewCharles'->'LakeCharlesborough'->'WestJessicaburgh'->'Douglasberg'->'Rebeccaburgh'->'Avilaland'->'Doyleburgh'->'Lopezbury'->'NewJameshaven'->'NorthDouglasmouth'->'SouthAnaview'->'Cabrerabury'->'SouthDeanhaven'->'Gordonburgh'->'Wheelerberg'->'SouthShannon'->'Kylestad'->'Andersenton'->'EastMarissaport'->'Jesusbury'->'Gomezhaven'->'Whiteville'->'Edwardburgh'->'PortJenniferbury'->'Thomasburgh', 38, 11526.205, 39, 40, 4.794871794871795, 0.00034514799972384935, success, 100
UCS, 'Kanestad'->'SouthSamanthaville'->'WestTeresa'->'Petersonshire'->'NewHunter'->'NorthAmandabury'->'Riveraton'->'EastMarissaport'->'WestRebeccaberg'->'Wrightberg'->'EastLee'->'Edwardburgh'->'PortJenniferbury'->'Thomasburgh', 13, 4300.857, 444, 100, 4.44, 0.004878943999756302, success, 100
Greedy, 'Kanestad'->'WestDennismouth'->'EastMichael'->'EastRebeccaview'->'Jonesfurt'->'Michaelmouth'->'Bishopfurt'->'Roseville'->'LakePatricia'->'Williamfort'->'Avilaland'->'Doyleburgh'->'Lopezbury'->'Kylestad'->'Andersenton'->'EastMarissaport'->'Jesusbury'->'Thomasburgh', 17, 6188.189999999999, 17, 18, 4.294117647058823, 0.00035415399997873465, success, 100
Astar, 'Kanestad'->'SouthSamanthaville'->'WestTeresa'->'Petersonshire'->'NewHunter'->'NorthAmandabury'->'Riveraton'->'EastMarissaport'->'WestRebeccaberg'->'Wrightberg'->'EastLee'->'Edwardburgh'->'PortJenniferbury'->'Thomasburgh', 13, 4300.856999999999, 76, 93, 2.526315789473684, 0.0011796540002251277, success, 100
IDAstar, 'Kanestad'->'EastKevinview'->'EastMichael'->'EastRebeccaview'->'Jonesfurt'->'Michaelmouth'->'Bishopfurt'->'Roseville'->'LakePatricia'->'Williamfort'->'Avilaland'->'Dennismouth'->'Jenniferton'->'EastMelinda'->'Melissastad'->'NewWhitney'->'EastPaul'->'EastLee'->'Edwardburgh'->'PortJenniferbury'->'Thomasburgh', 20, 5639.1889999999985, 27, 40, 1.0, 0.03319108300001972, success, 100
Backtracking, 'WestAlexandramouth'->'Aguilarshire'->'EastMatthewton'->'Rhondaport'->'NewAndrewbury'->'Cynthiaville'->'Bryantside'->'EastJames'->'Alejandrofort'->'Alexanderfort'->'Mccallfort'->'Savagechester'->'Toddmouth'->'Joychester'->'Lisachester'->'Mcguireshire'->'WestDavidburgh'->'Jenniferstad'->'Jenniferstad'->'Ethanville'->'Alvarezfort'->'LakeAmanda'->'Raychester'->'Millerville'->'EastDaniel'->'EastKennethborough'->'EastElizabethchester'->'NewAmanda'->'Greenshire'->'NorthElizabethborough'->'WestBrittney'->'Smithberg'->'EastJames'->'Mendezport'->'Hartmanmouth'->'Melissamouth'->'Ashleyside'->'EastAmanda'->'Longhaven'->'Chandlerton'->'LakeEric'->'Robertsburgh'->'Hunterfurt'->'Toddberg'->'PortStacey'->'Ericfurt'->'EastAshlee'->'SouthWilliam', 47, 19725.440000000002, 66, 67, 1.0, 0.0008334140002261847, success, 100
BFS, 'WestAlexandramouth'->'Aguilarshire'->'NewAndrewbury'->'Cynthiaville'->'EastAshlee'->'SouthWilliam', 5, 3782.655, 76, 95, 4.855263157894737, 0.000562615000490041, success, 100
DFS, 'WestAlexandramouth'->'LakeJoshuaberg'->'SouthMonicaville'->'Taylorstad'->'SouthKarenfurt'->'SouthDianachester'->'NorthHunter'->'Chandlerton'->'Meghanfurt'->'Hunterfurt'->'Robertsburgh'->'Longhaven'->'EastAmanda'->'Whitemouth'->'NorthLisa'->'Toddberg'->'PortStacey'->'WestJennifer'->'LakeMichellefurt'->'Jeffreyburgh'->'Muellerstad'->'NewAngelaville'->'Alejandrofort'->'Alexanderfort'->'WestEric'->'PortTony'->'PortCindy'->'Raychester'->'Millerville'->'Aguilarshire'->'NewAndrewbury'->'Robinberg'->'Smithberg'->'EastJames'->'Mendezport'->'Bryantside'->'EastJames'->'Cynthiaville'->'EastAshlee'->'Ericfurt'->'WestDerekfort'->'Reedfurt'->'NewJames'->'Jessicaville'->'SouthWilliam', 44, 16740.491, 122, 92, 4.704918032786885, 0.0011115759998574504, success, 100
UCS, 'WestAlexandramouth'->'Aguilarshire'->'NewAndrewbury'->'Cynthiaville'->'EastAshlee'->'SouthWilliam', 5, 3782.655, 458, 100, 4.58, 0.0050185659993076115, success, 100
Greedy, 'WestAlexandramouth'->'Taylorstad'->'Ryanberg'->'Shortshire'->'Amyshire'->'Meghanfurt'->'Hunterfurt'->'Toddberg'->'PortStacey'->'Ericfurt'->'SouthWilliam', 10, 4196.964, 10, 11, 5.4, 0.00029197799995017704, success, 100
Astar, 'WestAlexandramouth'->'Aguilarshire'->'NewAndrewbury'->'Cynthiaville'->'EastAshlee'->'SouthWilliam', 5, 3782.655, 76, 90, 2.5921052631578947, 0.001302444000430114, success, 100
IDAstar, 'WestAlexandramouth'->'Aguilarshire'->'EastMatthewton'->'Rhondaport'->'NewAndrewbury'->'Cynthiaville'->'EastAshlee'->'SouthWilliam', 7, 4062.9680000000003, 7, 10, 1.0, 0.0218463379997047, success, 100
Backtracking, 'SouthClayton'->'EastJessicaside'->'EastSteven'->'EastKristen'->'NorthBrandihaven'->'Dannyberg'->'Frederickmouth'->'PortJacobhaven'->'EastCurtisview'->'LakeLaurabury'->'LakeLynnborough'->'LakeNormahaven'->'NewRichardfurt'->'PortDaniel'->'Armstrongburgh'->'Garyland'->'WestRyanmouth'->'Buchananberg'->'Millerton'->'Andrewberg'->'Dunnview'->'Ibarraport'->'Philipburgh'->'Stephanieville'->'NewStacyside'->'Duncanland'->'Maryville'->'Joyborough'->'Carpenterburgh'->'Jackburgh'->'Milesport'->'PortKatie'->'SouthJesseport'->'SouthDiana'->'Baxterport'->'Carrport'->'NorthNicolemouth'->'SouthWendyshire'->'Donnaport'->'LakeKathleenhaven'->'Andersonstad'->'NewJohnnyhaven'->'Michaelmouth'->'NorthMario'->'SouthMelissa'->'EastKellyburgh'->'PortTheresabury'->'LakeJacquelineborough'->'LakeJohnnyhaven', 48, 17330.988, 69, 70, 1.0, 0.0010023900003943709, success, 100
BFS, 'SouthClayton'->'Wilkersonton'->'EastSteven'->'EastKristen'->'NorthBrandihaven'->'Millerton'->'Dunnview'->'LakeJacquelineborough'->'LakeJohnnyhaven', 8, 3910.1209999999996, 76, 93, 4.684210526315789, 0.0006185510001159855, success, 100
DFS, 'SouthClayton'->'EastJessicaside'->'EastSteven'->'EastKristen'->'NorthBrandihaven'->'Millerton'->'Dunnview'->'LakeJacquelineborough'->'PortTheresabury'->'SouthPatrick'->'EastKellyburgh'->'SouthMelissa'->'Michaelmouth'->'NorthMario'->'Andrewberg'->'LakeKaitlynfurt'->'Philipburgh'->'Stephanieville'->'Timothyton'->'PortSheilatown'->'LakeJohnnyhaven', 20, 7230.69, 181, 94, 4.701657458563536, 0.0018493199995646137, success, 100
UCS, 'SouthClayton'->'Wilkersonton'->'EastSteven'->'EastKristen'->'NorthBrandihaven'->'Millerton'->'WestSandra'->'Dunnview'->'LakeJacquelineborough'->'LakeJohnnyhaven', 9, 3870.794, 452, 100, 4.52, 0.00596984000003431, success, 100
Greedy, 'SouthClayton'->'EastJessicaside'->'EastSteven'->'EastKristen'->'NorthBrandihaven'->'Millerton'->'Dunnview'->'LakeJacquelineborough'->'LakeJohnnyhaven', 8, 4111.21, 8, 9, 5.0, 0.0002852359993994469, success, 100
Astar, 'SouthClayton'->'Wilkersonton'->'EastSteven'->'EastKristen'->'NorthBrandihaven'->'Millerton'->'WestSandra'->'Dunnview'->'LakeJacquelineborough'->'LakeJohnnyhaven', 9, 3870.7939999999994, 48, 73, 2.6875, 0.0009209680001731613, success, 100
IDAstar, 'SouthClayton'->'EastJessicaside'->'EastSteven'->'EastKristen'->'NorthBrandihaven'->'Millerton'->'Andrewberg'->'LakeKaitlynfurt'->'Philipburgh'->'Timothyton'->'PortSheilatown'->'LakeJohnnyhaven', 11, 4146.973999999999, 23, 49, 1.0, 0.011273060999883455, success, 100
Backtracking, 'NorthWilliam'->'Ashleyland'->'Evelynmouth'->'NewChristine'->'PortJacqueline'->'Morrisview'->'Fernandezhaven'->'NorthEricborough'->'Kimberlymouth'->'Davidstad'->'Julieport'->'NewMark'->'Chambersside'->'SouthJennifer'->'LakeTimothychester'->'NorthJessica'->'NewRandytown'->'NewTimothy'->'EastMatthew'->'EastJacqueline'->'Garrettfort'->'Barnettchester'->'Alexandriaborough'->'LakeAlexandra'->'Ericksonfurt'->'Jennifertown'->'EastRachel'->'NorthBridgetburgh'->'Andrewville'->'SouthKatrinaview'->'Jenniferfort'->'Lisaborough'->'Cookbury'->'Aliciastad'->'EastAmber'->'Hodgeport'->'Kleinton'->'Alexandraville', 37, 12508.057, 42, 43, 1.0, 0.00038808800036349567, success, 100
BFS, 'NorthWilliam'->'Evelynmouth'->'NewChristine'->'WestValerie'->'EastJacqueline'->'NewMichaelstad'->'Richardsonland'->'Smithtown'->'Alexandraville', 8, 4592.132, 98, 100, 4.418367346938775, 0.0007015559995124931, success, 100
DFS, 'NorthWilliam'->'SouthFrederick'->'SouthDominiquefurt'->'Ashleyland'->'LakeMatthew'->'NewChristine'->'PortJacqueline'->'WestValerie'->'WestJoshua'->'Fernandezhaven'->'NorthEricborough'->'Kimberlymouth'->'NewMark'->'Julieport'->'Davidstad'->'LakeJanet'->'WestDawnfurt'->'LakeTimothychester'->'NorthJessica'->'NorthRodneyville'->'NewRandytown'->'WestLauraport'->'NewTimothy'->'EastMatthew'->'EastJacqueline'->'NewMichaelstad'->'Thomaschester'->'Samuelbury'->'Sarahmouth'->'Hernandezberg'->'NewBillyside'->'Masonburgh'->'Jenniferfort'->'Lisaborough'->'Ryanmouth'->'NorthLisaland'->'Stanleyfort'->'SouthKatrinaview'->'Andrewville'->'NorthBridgetburgh'->'Ericksonfurt'->'Barnettchester'->'LakeAlexandra'->'Alexandriaborough'->'Lawsonhaven'->'Rossside'->'LakeDavidmouth'->'NewJessica'->'Parkerchester'->'Cookbury'->'Aliciastad'->'EastAmber'->'Hodgeport'->'NorthAnnamouth'->'Kleinton'->'Alexandraville', 55, 17461.115999999995, 78, 73, 4.358974358974359, 0.0006540779995702906, success, 100
UCS, 'NorthWilliam'->'Ashleyland'->'Evelynmouth'->'PortJacqueline'->'Morrisview'->'Fernandezhaven'->'WestAshleychester'->'Ramirezview'->'Danatown'->'NewMichaelstad'->'Richardsonland'->'Smithtown'->'Alexandraville', 12, 3798.864, 438, 100, 4.38, 0.004661736000343808, success, 100
Greedy, 'NorthWilliam'->'Evelynmouth'->'PortJacqueline'->'WestValerie'->'LakeTimothychester'->'NewMark'->'NewBillyside'->'Hernandezberg'->'Sarahmouth'->'Bishopside'->'WestTroybury'->'NewMichaelstad'->'Richardsonland'->'Smithtown'->'Alexandraville', 14, 4555.0289999999995, 14, 15, 4.928571428571429, 0.0003027279999514576, success, 100
Astar, 'NorthWilliam'->'Ashleyland'->'Evelynmouth'->'PortJacqueline'->'Morrisview'->'Fernandezhaven'->'WestAshleychester'->'Ramirezview'->'Danatown'->'NewMichaelstad'->'Richardsonland'->'Smithtown'->'Alexandraville', 12, 3798.864, 49, 61, 2.2653061224489797, 0.0006437980000555399, success, 100
IDAstar, 'NorthWilliam'->'Ashleyland'->'Evelynmouth'->'NewChristine'->'PortJacqueline'->'Morrisview'->'Fernandezhaven'->'NorthEricborough'->'WestAshleychester'->'NorthMeganberg'->'Danatown'->'NewMichaelstad'->'Richardsonland'->'Smithtown'->'Alexandraville', 14, 4286.12, 19, 27, 1.0, 0.01246465599979274, success, 100
Backtracking, 'PortChristinatown'->'Brownfort'->'Doughertyberg'->'Jakeburgh'->'NewToddside'->'Holmeshaven'->'EastAnthony'->'Chaseville'->'EastAnthony'->'Huynhburgh'->'Kristineport'->'LakeJackburgh'->'Johnsonside'->'Deborahchester'->'EastErik'->'NorthJoychester'->'EastJulie'->'Angelaland'->'LakeHoward'->'Ballardfurt'->'Jacobfort'->'Jessemouth'->'Kristinefort'->'Adamsstad'->'Cesarborough'->'Fowlermouth'->'Joanneborough'->'Fullerbury'->'PortKimberly'->'PortShelly'->'NewBillyberg'->'Reesefurt'->'Longmouth'->'LakeJordanberg'->'EastBarbaraburgh'->'Grayfurt'->'Hayesstad'->'Bushhaven'->'EastCalvinberg'->'Brewerville'->'Christensenfurt'->'Johnsonberg'->'Mcgrathmouth'->'Kevinfurt'->'SouthMaryton'->'LakeJames'->'Wallsmouth'->'LakeDustin'->'Annamouth'->'Coxview'->'Glovertown'->'EastPatrick'->'Jennyview'->'Jacobburgh'->'PortPatricia'->'Barberfort'->'Dylanburgh'->'Jamestown'->'Jenniferton'->'Hopkinsburgh'->'Maryshire'->'NorthTiffany'->'Reedbury'->'Kennethstad'->'Josephchester', 64, 30210.59700000002, 64, 65, 1.0, 0.0008929350005928427, success, 200
BFS, 'PortChristinatown'->'Brownfort'->'Tammyville'->'Hayesstad'->'Wallsmouth'->'WestToniborough'->'Josephchester', 6, 5161.954, 73, 133, 7.63013698630137, 0.001284250000026077, success, 200
DFS, 'PortChristinatown'->'WestCurtismouth'->'NewToddside'->'Doughertyberg'->'Brownfort'->'Tanyaton'->'Kellyton'->'Hayesstad'->'EastBarbaraburgh'->'Josephport'->'Melissachester'->'EastAnthony'->'Reesefurt'->'LakeJackburgh'->'WestMckenzieburgh'->'WestDaniel'->'NorthLisa'->'Kristineport'->'Huynhburgh'->'WestAdamland'->'NewDana'->'Longmouth'->'Tammyville'->'LakeJordanberg'->'Chaseville'->'EastAnthony'->'Sheriport'->'Holmeshaven'->'Katrinafort'->'WestKelly'->'Bushhaven'->'Johnsonberg'->'EastCalvinberg'->'Richardsonshire'->'WestThomas'->'Mcgrathmouth'->'Rogersberg'->'Brewerville'->'WestChristina'->'Pattonshire'->'SouthChelseaside'->'Alyssatown'->'Nguyenmouth'->'Susanland'->'Ruizmouth'->'PortJessicaland'->'Douglasland'->'Katelynbury'->'LakeMatthewshire'->'Timothymouth'->'WestMeghanshire'->'Muellerstad'->'LakeChristine'->'Dawsonberg'->'PortChristine'->'Williamstad'->'Michaelshire'->'Robinfurt'->'Andreamouth'->'EastMadisonport'->'PortJames'->'LakeMatthew'->'LakeDustin'->'Mcdonaldborough'->'WestPaulview'->'EastPatrick'->'Glovertown'->'Laurashire'->'PortKimstad'->'Longport'->'Jenniferberg'->'Janicechester'->'Johnshire'->'Ramosstad'->'Jennyview'->'Robyntown'->'SouthBradley'->'WestJill'->'Jordantown'->'PortPatricia'->'Barberfort'->'Jamestown'->'Laurashire'->'Rebeccastad'->'NorthStephanieton'->'Williamsland'->'LakeHoward'->'Wallsmouth'->'EastJulie'->'Ballardfurt'->'Kristinefort'->'LakeStephanie'->'Adamsstad'->'PortKimberly'->'Fowlermouth'->'Joanneborough'->'WestNicoleborough'->'NewAllison'->'Cesarborough'->'Morenostad'->'Jessemouth'->'Morrisport'->'NewAmy'->'LakeAmy'->'Phillipside'->'WestSean'->'Christopherborough'->'Shermanton'->'Georgeburgh'->'Andreamouth'->'Jennyberg'->'NewRickyfurt'->'Debraberg'->'PortPatriciaburgh'->'PortJames'->'WestToniborough'->'Kennethstad'->'Josephchester', 117, 49995.22299999998, 120, 121, 9.158333333333333, 0.003329115999804344, success, 200
UCS, 'PortChristinatown'->'Tanyaton'->'Kellyton'->'Hayesstad'->'Wallsmouth'->'WestToniborough'->'Josephchester', 6, 4671.974999999999, 1710, 200, 8.55, 0.021629791999657755, success, 200
Greedy, 'PortChristinatown'->'NorthRobertview'->'Sheriport'->'EastAnthony'->'Reesefurt'->'LakeJackburgh'->'Wallsmouth'->'WestToniborough'->'Josephchester', 8, 7416.579, 8, 9, 9.0, 0.00031297700024879305, success, 200
Astar, 'PortChristinatown'->'Tanyaton'->'Kellyton'->'Hayesstad'->'Wallsmouth'->'WestToniborough'->'Josephchester', 6, 4671.975, 55, 98, 4.963636363636364, 0.0014984419995016651, success, 200
IDAstar, 'PortChristinatown'->'Brownfort'->'Grayfurt'->'EastBarbaraburgh'->'Hayesstad'->'Wallsmouth'->'WestToniborough'->'Josephchester', 7, 5157.322999999999, 26, 80, 1.0, 0.016034573999604618, success, 200
Backtracking, 'Haroldshire'->'EastMichael'->'Brownmouth'->'EastMichael'->'EastThomas'->'Gregorystad'->'LakeRobert'->'NorthAlexander'->'NewMichelleburgh'->'Edwardfort'->'Glasston'->'Danielville'->'LakeJodibury'->'LakeLisamouth'->'LakeNicole'->'Nguyenmouth'->'NorthElizabeth'->'Ayersfort'->'Carrollchester'->'LakeBrittany'->'EastWaynefurt'->'Georgestad'->'Huberchester'->'EastTrevor'->'Mariomouth'->'NorthAndrew'->'LakeTarahaven'->'Cunninghamburgh'->'Anthonyville'->'Avilaburgh'->'Cooketon'->'EastAlison'->'Kleinport'->'Matthewmouth'->'Mcintoshfort'->'Barreraland'->'Heidiview'->'Josephport'->'Charlesland'->'Greerstad'->'EastChristianton'->'Alanport'->'Clarkland'->'EastJanice'->'EastLaurachester'->'NorthJasmin'->'Jonport'->'Fosterbury'->'EastTylerview'->'NewRachel'->'Johnmouth'->'EastKatherine'->'EastJamesside'->'Jamiechester'->'Johnsonport'->'Bryanview'->'NorthDebraport'->'NorthRachelmouth'->'PortJeremy'->'Brownburgh'->'Ernesttown'->'NewGregoryborough'->'LakeNinaland'->'NewLauraberg'->'NorthSara'->'NewTylerside'->'Shawburgh'->'Johnsonfurt'->'LakeJamesshire'->'Jonesborough'->'Martinland'->'NewNancyburgh', 71, 32936.683, 71, 72, 1.0, 0.0008349170002475148, success, 200
BFS, 'Haroldshire'->'EastMichael'->'EastMichael'->'NorthMichael'->'NewNancyburgh', 4, 5503.961, 57, 106, 7.982456140350878, 0.000619742999333539, success, 200
DFS, 'Haroldshire'->'EastMichael'->'PortJoe'->'SouthNicolemouth'->'Markside'->'WestTaylormouth'->'PortMarkside'->'Riosburgh'->'Leeburgh'->'NorthTheodoreville'->'Clinemouth'->'Spencechester'->'PortMelissa'->'EastJanice'->'NorthSharonmouth'->'SouthJamesstad'->'Greerstad'->'NewSarah'->'Barreraland'->'Josephport'->'Heidiview'->'Nancyton'->'NewErik'->'Brettville'->'Stephanieview'->'SouthLukeborough'->'EastCarl'->'Johnton'->'LakeMarcuschester'->'Miaton'->'LakeJamesside'->'LakeBrettberg'->'Meyerview'->'NorthJackie'->'NewJoshuaside'->'SouthBlake'->'Dylanfort'->'Terrellview'->'Ericaborough'->'EastJohn'->'WestAllenmouth'->'EastDeborahton'->'Shawhaven'->'Lorettafort'->'Staceyberg'->'LakeAmberberg'->'NorthCristian'->'Robbinsbury'->'LakeDale'->'LakeBrittany'->'PortAnthonyborough'->'SouthNataliefurt'->'Johnsonbury'->'Georgestad'->'Huberchester'->'Mariomouth'->'WestAmymouth'->'SouthBrittney'->'Reneemouth'->'SouthFrankbury'->'NewGregoryborough'->'SouthAudreyburgh'->'NorthJennifer'->'NorthAmandastad'->'Kleinport'->'Avilaburgh'->'SouthCarlos'->'Bryanview'->'Pereztown'->'PortRyanfurt'->'NorthRachelmouth'->'Theresaborough'->'Valerieburgh'->'Cooketon'->'SouthBrian'->'NorthDebraport'->'EastTylerview'->'WestElizabeth'->'NewRachel'->'Jonport'->'Clarkland'->'NewJason'->'NewThomas'->'EastKatherine'->'PortJonathanberg'->'Kingstad'->'WestMonica'->'Johnmouth'->'Alanport'->'Fosterbury'->'PortSarahstad'->'SouthJerryland'->'Richardport'->'EastChristianton'->'Perryville'->'Hallburgh'->'NorthKevinbury'->'Charlesland'->'Mcintoshfort'->'EastAlison'->'WestAmandaton'->'Cunninghamburgh'->'Brownburgh'->'Anthonyville'->'Stephanieport'->'WestJohn'->'LakeTarahaven'->'NorthAndrew'->'NewLauraberg'->'Robertport'->'SouthAnthony'->'LakeStephaniemouth'->'Ginaside'->'Brownmouth'->'EastMichael'->'NorthAlexander'->'SouthBrandon'->'WestZacharyport'->'Waynestad'->'Gregorystad'->'EastThomas'->'WestBruce'->'LakeJamesshire'->'Jonesborough'->'Martinland'->'NewNancyburgh', 125, 48703.818999999996, 147, 137, 8.285714285714286, 0.0026475069998923573, success, 200
UCS, 'Haroldshire'->'EastMichael'->'EastMichael'->'LakeRobert'->'NorthMichael'->'NorthMichael'->'NewNancyburgh', 6, 5130.757, 1682, 200, 8.41, 0.020773756000380672, success, 200
Greedy, 'Haroldshire'->'SouthNicolemouth'->'NorthJackie'->'Meyerview'->'EastCarl'->'Hallburgh'->'NewSarah'->'Heidiview'->'SouthChristopher'->'WestAmymouth'->'NorthAndrew'->'SouthFrankbury'->'LakeNinaland'->'Shawburgh'->'SouthPatrick'->'NorthMichael'->'NewNancyburgh', 16, 6831.207, 16, 17, 7.75, 0.0006231290008145152, success, 200
Astar, 'Haroldshire'->'EastMichael'->'EastMichael'->'LakeRobert'->'NorthMichael'->'NorthMichael'->'NewNancyburgh', 6, 5130.7570000000005, 36, 76, 5.222222222222222, 0.0010678030002964078, success, 200
IDAstar, 'Haroldshire'->'EastMichael'->'EastMichael'->'EastThomas'->'LakeRobert'->'NorthMichael'->'NewNancyburgh', 6, 5588.281000000001, 6, 17, 1.0, 0.002091323999593442, success, 200
